UniProtA	UniProtB	TaxIDA	TaxIDB	PDBSources	Domain	Date_after_train	NumResProt1	NumResProt2	DockQ_AFM	AFM_Score	Ires_Precision	Ires_Recall	AlignRate	human_MSA_depth	viral_MSA_depth	paired_MSA_depth
B7UI21	Q13158	574521.0	9606.0	6ACI-A:H	Bacteria	True	301	87	0.018	0.2870693938059065	0.1904761451247273	0.1568627143406442	0.99	2047	114	0
B7UM99	P16333	574521.0	9606.0	2CI9-L:A;2CI9-M:B	Bacteria	False	12	97	0.0	0.1670054949083563	0.4999975000124999	0.0370370233196209	0.0	2047	85	0
P0DOX7	P17763	9606.0	11059.0	5VIC-L:E	Viruses	False	194	83	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	0
P18465	Q8URG0	9606.0	11676.0	2BVP-A:C	Viruses	False	272	9	0.0	0.7825788428299527	0.1555555209876619	0.2592591632373469	0.0	2047	2047	0
O43521	O57173	9606.0	126794.0	4D2M-B:A;4D2M-D:C	Viruses	False	22	133	0.888	0.6609659806189593	0.5205478738975515	0.926829042236819	0.981	669	51	0
P03366	P43629	11678.0	9606.0	5T6Z-C:G;5T70-C:G	Viruses	False	10	289	0.0	0.2226654567470162	0.0	0.0	0.0	2047	2047	0
P13198	Q13114	10378.0	9606.0	1ZMS-B:A	Viruses	False	7	192	0.0	0.1669782089465876	0.0	0.0	0.0	2047	184	0
P63000	Q51451	9606.0	287.0	1HE1-C:A;1HE1-D:A	Bacteria	False	175	134	0.479	0.867763728226836	0.6229507175490626	0.6666665497076228	0.997	2047	2047	9
P05362	Q7T7N6	9606.0	12069.0	1Z7Z-I:2;1Z7Z-I:3	Viruses	False	432	455	0.001	0.2439693283492122	0.0	0.0	1.0	2047	2047	0
P63000	Q05608	9606.0	273123.0	2H7V-A:C;2H7V-A:D;2H7V-B:C;2H7V-B:D	Bacteria	False	178	269	0.0	0.7845983483816971	0.4545453512396928	0.3225805931321623	0.0	2047	410	95
P01889	P12478	9606.0	11683.0	5EO0-A:C;5EO1-A:C	Viruses	False	275	9	0.0	0.3143553638259141	0.1304347684310034	0.413792960761048	0.0	2047	2047	0
P62805	Q1HVJ0	9606.0	82830.0	5KDM-B:D	Viruses	False	77	180	0.003	0.4206070143358266	0.1818180991735913	0.3999996000004	1.0	2047	2047	1023
P01903	P0A0L3	9606.0	158878.0	1PYW-A:D	Bacteria	False	179	226	0.011	0.631656322419246	0.0399999920000015	0.0740740466392419	0.974	2047	426	1
P03172	Q15223	10313.0	9606.0	4MYW-A:B;4MYW-C:B;4MYW-C:D	Viruses	False	232	303	0.013	0.2837148182199242	0.1654676139951356	0.2527472249728324	0.99	2047	43	0
P0CG48	Q99PZ6	9606.0	623.0	4BVU-C:A	Bacteria	False	76	171	0.004	0.708116639351367	0.4444443456790342	0.4999998750000312	1.0	2047	1475	65
P01892	Q9DIT6	9606.0	11103.0	3MRM-A:P;3MRN-A:P	Viruses	False	274	20	0.0	0.2657708729284038	0.0	0.0	0.0	2047	2047	0
P0CG48	Q66431	9606.0	766194.0	4HXD-A:B;4HXD-C:D	Viruses	False	75	157	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	2
O89343	P52799	928303.0	9606.0	2VSK-A:B;2VSK-C:B;2VSK-C:D	Viruses	False	400	131	0.588	0.6574251796690838	0.6081080259313478	0.6338027276334186	1.0	2047	232	0
D4QGA2	Q14108	39054.0	9606.0	6I2K-B:E	Viruses	True	245	392	0.007	0.2688142893576883	0.4999975000124999	0.0322580541103051	1.0	2047	2047	9
A9PKC6	Q16630	11676.0	9606.0	4B4N-A:B	Viruses	False	136	15	0.0	0.4034651875054861	0.0	0.0	0.0	2047	2047	0
P04003	W0T1Y4	9606.0	1314.0	5HYP-A:B	Bacteria	False	124	29	0.0	0.158436772613477	0.0	0.0	0.0	2047	1427	2
P62820	Q5ZSQ3	9606.0	272624.0	2WWX-A:B;3L0I-B:A;3L0I-B:C;3L0I-D:A;3L0I-D:C	Bacteria	False	175	324	0.008	0.8352080533655059	0.2666666222222296	0.1797752606994089	1.0	2047	2047	1
P0A6A8	Q9HD34	83333.0	9606.0	6W1D-C:B;6WI2-C:B;6WIH-C:B	Bacteria	True	75	83	0.792	0.8666245056757098	0.5862066944114847	0.6538459023669606	0.974	2047	2047	1023
Q5ZXN6	Q9H0U4	272624.0	9606.0	6SKU-A:B	Bacteria	True	781	164	0.58	0.6674288410272142	0.6746987138917212	0.5894736221606713	0.923	2047	2047	1023
P61586	Q8KNY0	9606.0	1396.0	4XSG-A:B;4XSH-A:B;5BWM-A:B	Bacteria	False	176	205	0.503	0.8301632150458989	0.6341461867936129	0.4642856313775658	0.961	2047	1582	5
P12493	P49790	11698.0	9606.0	4U0C-A:B;5TSV-A:D;5TSV-B:D;6AYA-A:B	Viruses	False	219	10	0.0	0.2857119573548085	0.0	0.0	0.0	2047	2047	0
A0A376KDN7	P00748	562.0	9606.0	6QF7-A:B;6QF7-A:D;6QF7-C:B;6QF7-C:D	Bacteria	True	359	244	0.033	0.3780793511303617	0.2711863947141704	0.2857142346938866	0.814	2047	2047	16
P04608	P50750	11706.0	9606.0	3MI9-C:A;3MIA-C:A	Viruses	False	49	329	0.021	0.6263706482050402	0.0344827526753874	0.1666665277778935	1.0	2047	2047	0
P01903	P04664	9606.0	387147.0	2G9H-A:C	Viruses	False	178	13	0.0	0.3237851286602589	0.0555555452674916	0.0909090633608898	0.0	2047	1954	0
P18465	Q70XD7	9606.0	11676.0	2YPK-A:C;2YPL-A:C	Viruses	False	274	11	0.0	0.2645024775301309	0.2499993750015625	0.031249990234378	0.0	2047	2047	1
Q9H2E6	V5T923	9606.0	1505.0	6WTS-A:C	Bacteria	True	536	219	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	4
O41925	P47992	33708.0	9606.0	2NYZ-A:D;2NYZ-A:E;2NYZ-B:D;2NYZ-B:E	Viruses	False	371	66	0.832	0.5562886714518245	0.5925923731139359	0.3199999360000127	1.0	2047	2	0
P10844	P21579	1491.0	9606.0	6G5F-B:P;6G5K-A:C;6G5K-B:D;6QNS-A:S	Bacteria	False	849	18	0.002	0.3046843972626785	0.0645161082206102	0.0606060422405932	1.0	2047	2047	0
P06210	P15151	12084.0	9606.0	3EPF-1:R;3EPF-2:R;3EPF-3:R	Viruses	False	768	208	0.0	0.237656770514515	0.0	0.0	0.0	2047	2047	17
O00499	Q8JUX6	9606.0	371094.0	5I22-A:B	Viruses	False	81	17	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	44
P00747	P17811	9606.0	632.0	4DCB-F:A	Bacteria	False	10	275	0.031	0.2883922684973771	0.173912967863927	0.19999990000005	0.996	2047	2047	90
P80098	Q2F862	9606.0	10258.0	4ZKC-B:A	Viruses	False	60	217	0.838	0.7626770481388714	0.6964284470663487	0.795918204914652	1.0	2047	62	0
P0CG48	P19811	9606.0	299386.0	4IUM-B:A	Viruses	False	75	127	0.0	-1.0	-1.0	-1.0	0.0	2047	858	0
A8CDU0	P01903	527221.0	9606.0	2IPK-C:A	Viruses	False	12	179	0.097	0.2910355699763094	0.2898550304557927	0.6666664444445185	0.994	2047	1153	0
P01903	Q03909	9606.0	385585.0	1HXY-A:C	Viruses	False	180	13	0.0	0.2813888258866415	0.1666665972222511	0.1176470242214634	0.0	2047	2047	0
P62979	Q5ZTL4	9606.0	272624.0	6KFP-D:A;6KG6-C:B	Bacteria	True	73	374	0.012	0.2673744125546978	0.1999999500000124	0.1066666524444463	0.997	2047	25	3
Q5ZUV9	Q9GZQ8	272624.0	9606.0	5MS2-A:B	Bacteria	False	405	115	0.014	0.6794608404099374	0.0454545351239692	0.099999950000025	1.0	2047	31	2
P13051	P14739	9606.0	10684.0	1UGH-E:I	Viruses	False	220	82	0.904	0.9107439172675031	0.6470586966551575	0.7021275101856361	0.997	2047	4	1
A7UPX0	S6B2B6	464623.0	9606.0	5W6G-A:H	Viruses	False	322	178	0.007	0.3293115837893946	0.1025640762656214	0.2352939792388357	0.994	2047	2047	0
P03126	Q96QZ7	333760.0	9606.0	2KPL-B:A	Viruses	False	10	126	0.0	0.1857803609149264	0.0	0.0	0.0	2047	525	2
C5MK56	Q1HVF7	9606.0	82830.0	4PRB-A:C	Viruses	False	276	11	0.0	0.6193207306159676	0.0	0.0	0.0	2047	2047	248
P02751	P14738	9606.0	93061.0	2RKY-A:B;2RKY-A:D;2RKY-C:B;2RKY-C:D;3CAL-A:B;3CAL-A:D;3CAL-C:B;3CAL-C:D	Bacteria	False	180	39	0.0	-1.0	-1.0	-1.0	0.0	2047	1897	0
P13645	Q7A382	9606.0	158879.0	3ASW-B:A	Bacteria	False	11	319	0.0	0.1966634656364956	0.0	0.0	0.0	2047	2047	1023
B0BXR4	P18206	452659.0	9606.0	3TJ5-B:A;3TJ6-B:A	Bacteria	False	46	257	0.004	0.5994800294581056	0.380530939776023	0.5374999328125084	1.0	2047	173	1
P03524	P29074	11295.0	9606.0	3NFK-C:A;3NFK-C:B;3NFK-D:A;3NFK-D:B	Viruses	False	13	93	0.0	0.3195293836937605	0.0	0.0	0.0	2047	611	2
Q786F2	Q96NY8	645098.0	9606.0	4GJT-A:B;4GJT-A:C	Viruses	False	411	114	0.012	0.3008080999334307	0.3243242366691252	0.1411764539792407	0.983	2047	119	0
Q99IB8	Q9H8S9	356411.0	9606.0	4J1V-E:A;4J1V-G:A;4J1V-H:C	Viruses	False	16	166	0.002	0.2567544527072073	0.0	0.0	0.994	2047	2047	0
Q72497	Q99816	11676.0	9606.0	3OBU-B:A;3OBX-B:A	Viruses	False	9	138	0.882	0.3477951662822429	0.6774191363164076	0.8749996354168186	0.986	2047	2047	0
P08603	Q19KF7	9606.0	487.0	4AYI-A:D	Bacteria	False	120	242	0.739	0.73488548994804	0.8235292906574572	0.7777776697531014	0.997	2047	2047	0
O60885	Q8UN00	9606.0	11801.0	2N3K-A:B	Viruses	False	79	17	0.0	0.2569712747909997	0.0189573455223377	0.2162161577794168	0.0	2047	2047	1023
Q31610	T2D0U8	9606.0	11676.0	4U1S-A:C	Viruses	False	277	9	0.0	0.4173226601051533	0.3902438072576079	0.5517239476813973	0.0	2047	1615	0
P06731	Q57254	9606.0	562.0	2VER-N:A	Bacteria	False	107	123	0.465	0.6594951015188266	0.6315787811634785	0.7058821453287807	0.921	2047	85	0
P02671	Q7A382	9606.0	158879.0	3AT0-B:A	Bacteria	False	12	316	0.0	0.2209451409618353	0.0	0.0	0.0	2047	2047	1023
P78310	Q64823	9606.0	52275.0	2WBW-B:A	Viruses	False	120	182	0.012	0.5844846181902121	0.0749999812500046	0.0789473476454348	1.0	2047	710	0
P78406	Q8B0H7	9606.0	434490.0	4OWR-A:C	Viruses	False	331	174	0.623	0.7751263515157657	0.5882351787774159	0.6666665185185514	0.998	2047	42	0
P12504	Q15370	11698.0	9606.0	2MA9-A:B;3DCG-F:A	Viruses	False	35	118	0.016	0.6567971537455122	0.0217391257088857	0.0714285204081997	1.0	2047	2047	0
Q68T42	Q9H3P7	42789.0	9606.0	6HLN-B:A;6HMV-B:A	Viruses	True	44	129	0.0	0.2701911823615442	0.0	0.0	0.0	2047	2047	16
Q66479	Q9H3P7	103922.0	9606.0	6HLW-B:A;6HLW-D:C	Viruses	True	40	124	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	20
P04229	P0A0M0	9606.0	1280.0	1HXY-B:D	Bacteria	False	180	212	0.007	0.235743010553619	0.0	0.0	1.0	2047	448	1
P35968	P52584	9606.0	10259.0	3V6B-R:A	Viruses	False	186	93	0.0	0.6048726905579829	0.540540394448542	0.6060604224059325	0.0	2047	1837	1023
P04003	P16947	9606.0	301452.0	5HZP-B:A;5HZP-B:C;5HZP-D:A;5HZP-D:C	Bacteria	False	122	71	0.0	0.1888543877978577	0.0	0.0	0.0	2047	1445	2
P05164	Q2G0X2	9606.0	93061.0	5UZU-A:B;6AZP-A:B	Bacteria	False	578	70	0.951	0.7798334684427359	0.5949366335523248	0.6811593215711128	1.0	2047	45	1
P30996	P63027	1491.0	9606.0	3FIE-A:C;3FIE-A:D;3FIE-B:D;3FII-A:B	Bacteria	False	380	33	0.0	0.3058375874536583	0.3599998560000576	0.1232876543441569	0.0	2047	2047	0
Q15843	Q7N439	9606.0	243265.0	4FBJ-B:A	Bacteria	False	74	249	0.917	0.8958528572263734	0.712121104224075	0.7966100344728755	0.997	2047	144	30
P13645	Q6GDH2	9606.0	282458.0	4F1Z-Q:A	Bacteria	False	14	322	0.0	0.1961667629116578	0.0	0.0	0.0	2047	2047	1023
P0ABE7	P50052	562.0	9606.0	6JOD-C:A	Bacteria	True	59	305	0.0	0.2805289203157436	0.0	0.0	0.0	2047	1701	2
P03204	P03989	10377.0	9606.0	2BSR-C:A	Viruses	False	9	275	0.0	0.2066184510900318	0.499998750003125	0.0714285459183764	0.0	2047	419	81
D0ZRB2	P10599	588858.0	9606.0	4PUF-A:C;4PUF-A:D;4PUF-B:C;4PUF-B:D	Bacteria	False	600	105	0.898	0.7723868401212016	0.7749998062500484	0.4025973503120324	0.979	2047	2047	1023
Q45894	Q496J9	1491.0	9606.0	5MOY-A:B;6ES1-A:B	Bacteria	False	423	104	0.003	0.2704896746763675	0.0	0.0	1.0	2047	105	16
P26664	Q8IUC6	11104.0	9606.0	3RC4-A:B	Viruses	False	163	6	0.0	-1.0	-1.0	-1.0	0.0	2047	763	0
P03135	Q8IZA0	648242.0	9606.0	6IHB-A:R;6NZ0-A:Z	Viruses	True	517	96	0.002	0.2131741842877012	0.0	0.0	1.0	2047	767	9
P01892	P03485	9606.0	211044.0	5ISZ-A:C	Viruses	False	275	9	0.0	0.227472973626743	0.2571427836734903	0.3461537130178027	0.0	2047	95	0
P0C210	P46934	402046.0	9606.0	2KPZ-B:A	Viruses	False	9	34	0.0	0.2097887302667054	0.0	0.0	0.0	2047	2047	803
P04610	Q92831	11686.0	9606.0	1JM4-A:B	Viruses	False	10	114	0.0	0.2287627941780375	0.1851851165981049	0.2272726239669891	0.0	2047	1153	0
H6QM92	P24928	1129347.0	9606.0	5M3H-A:X;5M3H-A:Y	Viruses	False	698	15	0.004	0.3109329157903255	0.0	0.0	0.916	2047	711	0
E5LC01	O60885	37296.0	9606.0	2ND0-B:A	Viruses	False	19	83	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	1023
P01889	Q6SW59	9606.0	295027.0	3VCL-A:C	Viruses	False	275	11	0.0	0.2179914686934616	0.0	0.0	0.0	2047	83	5
B9V0E2	Q8TCD0	595609.0	9606.0	6BKC-E:L	Viruses	False	142	169	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	0
P24768	Q13618	10254.0	9606.0	6I2M-A:B	Viruses	True	196	342	0.719	0.6508471457574942	0.5454544462810097	0.697674256354824	0.994	2047	2047	1023
P24928	Q5V8Z9	9606.0	1601067.0	5M3J-X:A	Viruses	False	9	715	0.002	0.2841569843777743	0.0	0.0	0.978	2047	675	0
P13746	R4P6M5	9606.0	1214867.0	4MJ5-A:C	Viruses	False	274	11	0.0	0.2307748192021124	0.3076921893491579	0.2666665777778074	0.0	2047	292	0
P05534	Q9Q5D4	9606.0	11676.0	3WL9-A:C	Viruses	False	274	10	0.0	0.7256045970410185	0.0740740649291277	0.206896480380524	0.0	2047	2047	0
A0A0X9JHC1	P05534	1774282.0	9606.0	5WWI-E:A;5WWU-E:A;5WXD-E:A	Viruses	False	11	274	0.014	0.5565409602453916	0.3703703017832774	0.5714284081633119	0.933	2047	91	0
P05161	Q6TQR6	9606.0	652961.0	3PHX-B:A	Viruses	False	77	160	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	30
P0CG47	Q6RCR4	9606.0	446.0	6CP2-C:A	Bacteria	False	77	501	0.229	0.349000684767453	0.5957445540969033	0.4242423599632787	0.929	2047	598	42
F5HF68	Q93009	868565.0	9606.0	4YSI-B:A	Viruses	False	8	138	0.0	0.2450448083724755	0.0	0.0	0.0	2047	2047	1023
O50835	P02751	224326.0	9606.0	4PZ5-B:A	Bacteria	False	14	89	0.0	0.2304227916057668	0.0	0.0	0.0	2047	67	0
P03180	Q13651	10377.0	9606.0	1Y6M-L:R;1Y6N-L:R	Viruses	False	142	199	0.635	0.7366169502835618	0.6046510221741809	0.6666664957265395	0.977	2047	1383	553
P52799	Q9IH62	9606.0	121791.0	2VSM-B:A	Viruses	False	135	412	0.432	0.6557541462303382	0.6764704887543399	0.7540982370330759	0.985	2047	245	0
C6UYL8	Q9UQB8	544404.0	9606.0	2YKT-B:A	Bacteria	False	12	225	0.002	0.3995635477575273	0.1417322723045455	0.7826083553876716	1.0	2047	85	0
P03205	P04229	10377.0	9606.0	1KG0-C:B	Viruses	False	135	188	0.023	0.2111924609842581	0.2413792271106113	0.2592591632373469	0.94	2047	2047	11
Q8IZA0	Q9YIJ1	9606.0	82300.0	6JCS-R:A	Viruses	True	97	516	0.002	0.2064032954053882	0.0	0.0	1.0	2047	722	11
P05889	P62937	11705.0	9606.0	1FGL-B:A	Viruses	False	12	165	0.003	0.8115579958351771	0.6333331222222927	0.8636359710745586	1.0	2047	2047	1
P02679	P14738	9606.0	93061.0	4B60-C:A;4B60-D:A;4B60-D:B	Bacteria	False	10	299	0.0	0.1935813899691322	0.0	0.0	0.0	2047	1838	0
Q8BES6	Q9H3P7	194965.0	9606.0	5LZ6-B:A	Viruses	False	31	126	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	48
Q56061	Q8IWE5	99287.0	9606.0	3CXB-A:B;3HW2-A:B	Bacteria	False	308	105	0.003	0.2609913100907254	0.0833332986111255	0.0540540394448542	0.849	2047	359	0
K4LC41	P05161	1235996.0	9606.0	6BI8-A:C;6BI8-B:D	Viruses	False	258	152	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	0
P08393	Q93009	10299.0	9606.0	4WPH-C:B;4WPH-D:A;4WPH-D:B;4WPI-C:B;4WPI-D:A;5C56-B:A	Viruses	False	13	546	0.0	0.3030518843583231	0.0	0.0	0.0	2047	2047	384
P17763	S6B291	11059.0	9606.0	5VIC-E:H	Viruses	False	83	189	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	1
P04862	P42224	11198.0	9606.0	3WWT-B:A	Viruses	False	106	123	0.005	0.2608864179750427	0.0	0.0	1.0	2047	21	0
P01730	Q70145	9606.0	11676.0	6MEO-A:G;6MET-A:G	Viruses	True	363	398	0.235	0.3155119070512105	0.8235289273359251	0.1917807956464663	0.657	2047	2047	0
P0CG47	Q6RCR0	9606.0	446.0	5CRA-C:B;5CRA-D:A;5YIJ-C:A;5YIJ-D:A;5YIJ-G:A;5YIK-C:A;5YIK-D:A;5YIK-F:A	Bacteria	False	76	1129	0.019	0.6153839315206874	0.3538460994082923	0.2395833083767387	0.959	2047	853	40
A0A0E8IWL6	P68871	1280.0	9606.0	6TB2-D:B;6TB2-E:B	Bacteria	True	332	146	0.0	-1.0	-1.0	-1.0	0.0	-1	-1	-1
P14078	Q99816	11927.0	9606.0	4ZNY-B:A	Viruses	False	10	142	0.004	0.2139916129132384	0.0	0.0	1.0	2047	2047	282
Q70AA1	Q9MYI6	11676.0	9606.0	2HJK-C:A	Viruses	False	11	274	0.067	0.3992900178312012	0.3225805931321623	0.6451610822061026	1.0	2047	2047	0
O60486	Q8JL80	9606.0	265874.0	3NVN-B:A;6VXK-B:A;6VXK-D:C	Viruses	False	747	382	0.752	0.7990008246122914	0.7380950623583185	0.6199998760000247	0.995	2047	2047	1023
P01892	P0C213	9606.0	39015.0	4FTV-A:C	Viruses	False	275	9	0.0	0.2241996072199759	0.3599998560000576	0.3333332098765889	0.0	2047	110	0
P13423	P58335	1392.0	9606.0	1T6B-X:Y	Bacteria	False	676	170	0.07	0.5464028728016294	0.3888886728396262	0.1428571137026298	0.935	2047	2047	46
K9N5Q8	P27487	1263720.0	9606.0	4L72-B:A	Viruses	False	203	728	0.001	0.2793124870550249	0.0	0.0	1.0	2047	1828	6
O41925	P13500	33708.0	9606.0	1ML0-A:D	Viruses	False	371	62	0.005	0.2687702687055815	0.1724137336504366	0.1785713647959411	1.0	2047	3	1
P00747	P15240	9606.0	10715.0	1BUI-A:C;1BUI-B:C	Viruses	False	248	119	0.025	0.4756211133590287	0.3888888168724413	0.291666626157413	0.992	2047	82	1
A0A024R962	O50665	9606.0	224326.0	6ATG-A:B;6ATG-A:C;6ATG-D:C	Bacteria	False	59	210	0.0	-1.0	-1.0	-1.0	0.0	2047	44	0
D1MPH2	S6B2A6	517266.0	9606.0	5W0D-A:B	Viruses	False	212	192	0.029	0.3012487122559359	0.0108695640359169	0.0555555246913751	1.0	2047	2047	0
P01903	P04591	9606.0	11706.0	6CPL-A:C;6CPN-A:C;6CQL-A:C;6CQN-A:C	Viruses	False	181	16	0.011	0.4599709480675239	0.1093749829101589	0.1891891380569897	1.0	2047	2047	1
P06492	Q00403	10299.0	9606.0	2PHG-B:A	Viruses	False	26	205	0.04	0.267803339847491	0.3068181469524833	0.6428569897959547	0.629	2047	76	1
P04591	P62937	11706.0	9606.0	5FJB-A:C;5FJB-B:C	Viruses	False	218	164	0.795	0.818828892242407	0.7599996960001216	0.6551721878716593	1.0	2047	2047	1
P04229	Q52T95	9606.0	1280.0	2G9H-B:D	Bacteria	False	190	213	0.006	0.3391866219185585	0.0	0.0	1.0	2047	430	0
P01892	P04591	9606.0	11706.0	5NMH-A:C;5NMK-A:C	Viruses	False	276	8	0.0	0.5092627301232125	0.0749999906250011	0.2399999040000384	0.0	2047	2047	2
A0A0E8IWL6	P00738	1280.0	9606.0	6TB2-D:C;6TB2-E:C	Bacteria	True	332	252	0.028	0.3664786562374543	0.0909090702479385	0.4444439506178326	0.949	2047	344	3
P0C6H2	Q5MAG5	489472.0	9606.0	3OXR-C:A	Viruses	False	9	275	0.006	0.2449975064926847	0.2777777006173053	0.3703702331962099	1.0	2047	1758	0
P03230	Q12933	10377.0	9606.0	1CZY-D:A;1CZY-E:C	Viruses	False	7	167	0.0	0.1549824999254471	0.031249990234378	0.0416666493055627	0.0	2047	183	0
P89884	Q14457	33708.0	9606.0	3DVU-A:C;3DVU-A:D;3DVU-B:D;4MI8-A:C;4MI8-B:D	Viruses	False	135	25	0.001	0.3022679676311333	0.1428571088435455	0.1199999760000048	1.0	2047	3	0
P01730	P20872	9606.0	11721.0	5CAY-B:G	Viruses	False	150	310	0.622	0.6118253733526523	0.6923075147929448	0.6279068307193416	0.961	2047	2047	0
D3HJY4	P31689	661367.0	9606.0	6E8M-A:B	Bacteria	True	157	2	0.003	0.2054644453436015	0.1333332444445037	0.3999992000016	0.968	2047	112	4
P03211	Q93009	10377.0	9606.0	1YY6-B:A	Viruses	False	8	136	0.0	0.3195812807994989	0.4285713061224839	0.7499996250001875	0.0	2047	246	11
Q15843	Q63KH5	9606.0	272560.0	4HCP-B:A	Bacteria	False	73	244	0.86	0.8801053726292013	0.7166665472222421	0.7678570057398204	0.997	2047	147	30
Q15223	Q69091	9606.0	10299.0	3U82-B:A	Viruses	False	300	231	0.028	0.4367012942601876	0.1414141271298861	0.2916666059027904	0.808	2047	106	0
P03951	P23827	9606.0	83333.0	1XX9-A:C;1XX9-A:D;1XX9-B:C;1XX9-B:D;1XXD-A:C;1XXD-A:D;1XXD-B:C;1XXD-B:D;1XXF-A:C;1XXF-A:D;1XXF-B:C;1XXF-B:D	Bacteria	False	238	139	0.794	0.7298672886711167	0.7083331857639196	0.3908045527810859	0.997	2047	2047	246
B7TQM6	V9VHH0	9606.0	11250.0	6B0B-A:D;6B0B-E:H	Viruses	False	179	205	0.0	-1.0	-1.0	-1.0	0.0	-1	-1	-1
Q31610	Q70A36	9606.0	11676.0	4U1I-A:C	Viruses	False	276	9	0.0	0.3791673624667624	0.258620645065406	0.5357140943878235	0.0	2047	2047	0
Q76RF1	Q9Y6K9	37296.0	9606.0	3CL3-A:D;3CL3-A:E;3CL3-B:D;3CL3-B:E	Viruses	False	172	61	0.888	0.6831773653612584	0.5517239476813973	0.4571427265306495	1.0	2047	1482	308
P00734	Q846V4	9606.0	1280.0	1NU9-A:C;1NU9-D:F	Bacteria	False	290	281	0.883	0.7630810867037645	0.5967741454214399	0.8043477386578545	0.993	2047	405	9
P19508	Q9Y4B6	11738.0	9606.0	4CC9-B:A	Viruses	False	98	307	0.0	0.7816486377686259	0.5486725178165913	0.7126435962478624	0.0	2047	63	0
A0A0D6HCK9	P11215	1280.0	9606.0	6RHW-G:C	Bacteria	True	272	168	0.007	0.2663934642709654	0.1999996000008	0.0555555246913751	1.0	2047	244	0
P05534	Q9YXL6	9606.0	41857.0	4F7T-A:C	Viruses	False	274	8	0.0	0.2659677637931756	0.0	0.0	0.0	2047	1645	0
P36649	Q00987	83333.0	9606.0	6IM9-A:B	Bacteria	True	474	87	0.064	0.2517172143740415	0.310344720570786	0.4090907231405803	0.942	2047	2047	62
P11207	Q16531	11208.0	9606.0	2B5L-C:A;2B5L-D:B;2HYE-B:A	Viruses	False	182	1137	0.015	0.3378573495571406	0.5925923731139359	0.1568627297193402	0.97	2047	287	0
O43521	Q08FX8	9606.0	305674.0	4UF3-B:A	Viruses	False	18	133	0.854	0.6634238529934596	0.4754097581295478	0.8529409256056101	0.981	669	25	0
B2YGA4	P13987	2702.0	9606.0	5IMY-A:C;5IMY-A:D;5IMY-B:C;5IMY-B:D	Bacteria	False	472	77	0.582	0.7441562924185157	0.4629628772290968	0.3472221739969202	0.9	2047	2047	0
P16757	Q29980	10360.0	9606.0	2WY3-B:A;2WY3-D:C	Viruses	False	137	172	0.011	0.3010823996027357	0.1234567748818796	0.1851851508916387	0.988	2047	4	1
Q6P0Q8	Q8JJY9	9606.0	11292.0	2KQF-A:B	Viruses	False	95	13	0.0	0.2194852749272879	0.0	0.0	0.0	2047	611	3
O95639	P03495	9606.0	381517.0	2RHK-C:A;2RHK-C:B;2RHK-D:A;2RHK-D:B	Viruses	False	57	119	0.005	0.1956043944457563	0.1499999625000093	0.1499999625000093	1.0	2047	206	0
P35962	Q8WUM4	362651.0	9606.0	2R05-B:A	Viruses	False	11	695	0.005	0.2964414708265186	0.0526315512465519	0.0416666493055627	1.0	2047	2047	0
P04229	Q03909	9606.0	385585.0	1HXY-B:C	Viruses	False	180	13	0.003	0.2318806320149077	0.2857138775516035	0.0689654934601746	1.0	2047	2047	0
P10147	Q2F862	9606.0	10258.0	4ZKB-B:A	Viruses	False	49	218	0.801	0.7521934925424545	0.5573769578070561	0.9189186705625214	0.966	2047	62	0
P40189	Q98823	9606.0	37296.0	1I1R-A:B	Viruses	False	301	167	0.863	0.7317953467013115	0.6774191363164076	0.7777774897120409	0.989	2047	484	175
P30460	X2G898	9606.0	11103.0	4QRQ-A:C	Viruses	False	269	9	0.0	0.2520655985179878	0.0	0.0	0.0	2047	2047	1
G9EPL4	P62820	658187.0	9606.0	4JVS-A:B	Bacteria	False	279	170	0.836	0.774588791480176	0.6415093129227711	0.6415093129227711	0.989	2047	2047	3
P01892	Q6SW59	9606.0	295027.0	3MR9-A:P;3MRB-A:P;3MRC-A:P;3MRD-A:P	Viruses	False	274	9	0.0	0.2201465159675621	0.0142857122448982	0.0344827467300873	0.0	2047	83	5
A0A1U9IRU2	Q9H6X2	390157.0	9606.0	6ADM-A:R;6ADM-B:R;6CX1-A:E;6CX1-B:E;6CX1-C:E	Viruses	False	764	182	0.0	0.2438181268547212	0.0	0.0	0.0	2047	2047	2
P01889	Q70A36	9606.0	11676.0	4U1H-A:C	Viruses	False	276	9	0.0	0.3580293683184155	0.2352940715109663	0.3999998666667111	0.0	2047	2047	0
P08631	Q5QGG3	9606.0	11723.0	5NUH-C:A;5NUH-C:B;5NUH-D:A;5NUH-D:B	Viruses	False	51	131	0.014	0.3069881405859602	0.0	0.0	0.95	2047	2047	2
