pair	NumResProt1	NumResProt2	AlignRate	DockQ_AFM	TMScore_AFM	RMSD_AFM	iRMSD_AFM	lRMSD_AFM	DockQ_ESM	TMScore_ESM	RMSD_ESM	iRMSD_ESM	lRMSD_ESM	DockQ_GD	TMScore_GD	RMSD_GD	iRMSD_GD	lRMSD_GD	DockQ_RD	TMScore_RD	RMSD_RD	iRMSD_RD	lRMSD_RD	DockQ_DD	TMScore_DD	RMSD_DD	iRMSD_DD	lRMSD_DD	DockQ_DDb	TMScore_DDb	RMSD_DDb	iRMSD_DDb	lRMSD_DDb	Domain	Date_after_train	AFM_Score	Ires_Precision	Ires_Recall
P13500_Q2F862	61	216	1.0	0.9390000000000001	0.9915	0.58	0.547	0.8490000000000001	0.077	0.52041	3.96	8.37	17.079	0.023	0.7659100000000001	1.2	14.899000000000001	33.525999999999996	0.044000000000000004	0.77712	1.25	11.811	25.108	0.017	0.77144	0.65	16.897000000000002	39.508	0.013999999999999999	0.77978	0.0	15.369000000000002	45.33	Viruses	False	0.7694667500836777	0.6451611862643247	0.7843135717032211
P08160_Q14790	293	243	0.973	0.415	0.89205	2.57	5.371	7.979	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.5007199999999999	2.8	12.700999999999999	52.451	0.011000000000000001	0.48856000000000005	2.54	13.627	57.84	0.07400000000000001	0.51267	2.85	11.35	45.251000000000005	0.013000000000000001	0.5516800000000001	1.28	16.054000000000002	47.33	Viruses	False	0.5292619169127628	0.6122447730112708	0.6122447730112708
P01892_P12901	275	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2713631779860486	0.2083332465278139	0.1851851165981049
P46934_Q05128	35	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2148228572544607	0.1777777382716137	0.4444441975310014
A0A0C5HAL9_Q9UHB7	48	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3188309402233828	0.0512820381328107	0.3333327777787037
P15529_Q772X2	252	197	0.9440000000000001	0.031	0.5644399999999999	2.09	16.009	44.696000000000005	0.019	0.5414	3.23	16.687	37.578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.57087	2.0	18.284000000000002	41.523	Viruses	False	0.3557819930192459	0.4782607655954857	0.468085006790424
P68871_Q2FG07	146	313	0.991	0.024	0.6817300000000001	1.65	13.719000000000001	33.629	0.031	0.36348	3.14	24.151999999999997	27.421999999999997	0.011000000000000001	0.5938100000000001	2.63	11.876	65.661	0.006999999999999999	0.59445	2.56	20.127	69.09	0.017	0.6385	1.45	14.265999999999998	41.203	0.057999999999999996	0.75188	2.31	7.371	21.517	Bacteria	False	0.8612721810961941	0.0	0.0
Q16531_Q80IU5	1114	14	0.857	0.008	0.7944	4.29	19.207	61.426	0.039	0.83901	4.47	8.859	26.975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.8501233140491425	0.3281249487304767	0.5249998687500328
A4GWM6_P12830	460	100	0.9940000000000001	0.006999999999999999	0.8123600000000001	0.69	27.449	62.653	0.006999999999999999	0.8064	1.03	30.266	61.263000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.2632151622793757	0.0505050454035307	0.0757575642791569
P10845_Q496J9	425	94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.83942	1.39	10.713	18.873	Bacteria	False	-1.0	-1.0	-1.0
P02787_Q09057	677	545	0.998	0.813	0.9822299999999999	1.56	0.67	5.88	0.008	0.29024	5.61	27.976	59.598	0.009000000000000001	0.5939800000000001	3.2	19.949	56.117	0.004	0.54474	1.73	20.561999999999998	106.69	0.006	0.5477	1.5	26.061999999999998	70.783	0.005	0.56701	1.2	23.229	85.397	Bacteria	False	0.8707217049552527	0.6842104362881004	0.4952380480725668
P01857_P38507	199	43	0.912	0.008	0.80243	0.97	24.694000000000003	57.28	0.009000000000000001	0.76736	1.65	19.312	57.282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.2753319126849752	0.0	0.0
P18464_P24740	276	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.9573299999999999	0.68	10.031	41.388999999999996	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2566290513209152	0.2222221728395171	0.3846152366864474
P30685_Q9YYU8	276	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.92463	1.35	7.006	25.726999999999997	0.046	0.9279799999999999	1.31	7.132999999999999	26.326	0.034	0.92686	1.31	8.353	31.12	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.4958422446131065	0.1304347542533142	0.2142856377551293
A0A0D6HC73_P11215	271	168	1.0	0.006	0.54404	1.38	25.388	72.116	0.004	0.37414000000000003	1.18	37.155	86.3	0.008	0.61378	0.57	16.188	65.062	0.015	0.6159899999999999	1.02	18.657	43.195	0.01	0.61325	0.41	15.892000000000001	57.857	0.0	0.0	0.0	0.0	0.0	Bacteria	True	0.3286551433719274	0.5999988000024	0.076923057199216
P13747_Q0QI92	276	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3872932767654246	0.1923076553254508	0.3448274673008733
P13051_Q936H5	220	109	0.997	0.867	0.9784799999999999	0.78	0.731	1.504	0.013000000000000001	0.65878	0.58	13.155	52.647	0.036000000000000004	0.7105	1.59	12.939	26.230999999999998	0.016	0.6655399999999999	1.06	16.587	41.898	0.033	0.6871	1.53	13.890999999999998	30.214000000000002	0.067	0.73839	2.2	8.44	20.61	Bacteria	False	0.913104045052427	0.6862743752403185	0.555555467372148
Q8WUM4_Q9WC62	695	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3026102826559303	0.1363635743801934	0.1304347258979452
P13746_R4X2K3	274	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2317661257674217	0.2799998880000448	0.2499999107143176
Q0TR53_Q15750	577	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.4662730969931354	0.0172413763376937	0.0714285204081997
Q6N030_Q993A8	164	298	0.965	0.005	0.5250199999999999	1.95	19.827	94.461	0.009000000000000001	0.34692	2.31	20.177	59.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.57025	0.92	14.81	64.94800000000001	Viruses	False	0.412901248713113	0.0	0.0
P15529_P35774	126	197	0.879	0.037000000000000005	0.66228	1.95	14.466	38.408	0.008	0.39036	3.73	17.124000000000002	63.425	0.006	0.60282	0.74	28.04	69.457	0.005	0.60377	0.69	36.15	76.062	0.005	0.6051	0.62	31.021	75.078	0.057	0.6726	2.31	9.777999999999999	20.379	Viruses	False	0.3513911847526887	0.3404254594839447	0.516128865764882
P01042_Q8KRB4	6	553	0.991	0.004	0.9773700000000001	1.09	23.346	101.14200000000001	0.026000000000000002	0.93552	1.81	8.949	37.21	0.054000000000000006	0.98714	0.39	5.848	25.319000000000003	0.213	0.9884200000000001	0.44	2.819	11.789000000000001	0.205	0.98865	0.21	3.367	14.469000000000001	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.4036419602562677	0.0631578880886433	0.2727271487603869
G9HS63_Q8N5F4	11	203	0.958	0.002	0.87815	1.66	43.848	129.592	0.024	0.50817	3.26	14.562000000000001	33.579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2448972894560432	0.1538460355030496	0.1111110493827503
D1MPH2_Q6IPQ0	212	190	0.721	0.003	0.55404	3.47	23.338	126.677	0.005	0.40815999999999997	3.02	17.878	101.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.51442	0.0	10.468	91.23700000000001	Viruses	False	0.4670746027287493	0.0232558085451608	0.3333322222259259
P10845_P60880	422	59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057999999999999996	0.9334399999999999	1.82	6.671	22.275	Bacteria	False	-1.0	-1.0	-1.0
P13688_Q8GDI6	108	324	1.0	0.9279999999999999	0.97854	1.17	0.514	2.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.72851	0.79	13.69	39.876999999999995	Bacteria	False	0.5593842523423316	0.7555553876543583	0.6666665359477381
A0A2A4GXB5_P05164	70	573	1.0	0.019	0.88497	0.89	13.514000000000001	39.485	0.032	0.88013	1.63	13.002	28.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.8911399999999999	0.0	22.19	59.083	Bacteria	False	0.3561925306420787	0.2666665777778074	0.1290322372528649
Q9BXH1_Q9DHU6	26	142	0.9940000000000001	0.7440000000000001	0.95505	1.18	1.246	2.3819999999999997	0.012	0.7928	1.71	21.043000000000003	47.559	0.022000000000000002	0.67804	1.29	16.203	34.232	0.015	0.67698	1.28	17.141	42.282	0.045	0.67916	1.26	11.734000000000002	27.11	0.017	0.84524	0.0	15.54	41.228	Viruses	True	0.7433593648549921	0.576271088767612	0.7234041014033826
P01579_Q66793	132	250	0.95	0.674	0.94039	1.69	1.939	4.638	0.034	0.54904	3.01	12.852	27.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.6708	1.74	17.051	42.468999999999994	Viruses	False	0.5843524200894944	0.7045452944215239	0.7749998062500484
P68036_Q3YTH2	152	168	0.9940000000000001	0.948	0.98672	0.68	0.46299999999999997	1.103	0.013000000000000001	0.5405399999999999	3.01	12.682	52.335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.5191399999999999	0.29	13.163	42.99	Bacteria	False	0.8566574243577685	0.6842103462604351	0.7222220216049939
A0A129J378_Q9GZQ8	23	119	1.0	0.012	0.78788	1.46	16.602	51.053000000000004	0.008	0.7894899999999999	1.32	20.416	64.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.79094	1.46	9.623	41.387	Bacteria	False	0.6956457847711388	0.0508474490089069	0.2727270247936138
P03407_P08631	153	164	0.982	0.013000000000000001	0.54497	1.91	19.315	46.67	0.043	0.29206	0.71	14.152000000000001	23.408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.53742	1.3	3.612	72.967	Viruses	False	0.3195457922763465	0.2045454080578617	0.1363636157024824
P01892_Q03463	274	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.93637	1.32	3.8289999999999997	15.007	0.044000000000000004	0.90779	1.71	6.607	28.435	0.027000000000000003	0.9156700000000001	1.57	8.423	37.199	0.0	0.0	0.0	0.0	0.0	Viruses	False	-1.0	-1.0	-1.0
P04229_P12495	190	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027999999999999997	0.86924	1.64	9.261000000000001	34.295	0.07400000000000001	0.88374	1.4	5.507999999999999	19.948	0.057	0.8857299999999999	1.35	6.183	23.592	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.24399859944390398	0.0930232341806432	0.1428570918367529
P0C1C7_P31947	5	231	0.978	0.009000000000000001	0.92919	1.2	15.257	63.718999999999994	0.018000000000000002	0.93524	1.09	10.8	45.371	0.0	0.0	0.0	0.0	0.0	0.042	0.9225700000000001	1.23	6.417000000000001	30.253	0.016	0.92748	1.13	10.343	49.636	0.0	0.0	0.0	0.0	0.0	Viruses	True	0.5003271442823777	0.285714217687091	0.6315786149586237
P78423_Q7TDW8	66	157	0.927	0.563	0.8586299999999999	2.3	1.983	7.15	0.061	0.3065	2.26	17.417	18.383	0.064	0.74217	2.09	10.315999999999999	18.671	0.098	0.7852100000000001	2.0	8.419	16.179000000000002	0.040999999999999995	0.71562	1.63	10.709000000000001	24.993000000000002	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.7137399360959819	0.4285713265306365	0.7826083553876716
P03466_P03989	9	276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.9557	0.8	15.08	57.7	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2314615291586293	0.3142856244898215	0.3793102140309606
P01857_P19909	199	56	0.922	0.002	0.75592	1.15	58.497	120.55	0.009000000000000001	0.7381	1.51	21.151999999999997	56.543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.7862600000000001	0.0	13.753	45.093	Bacteria	False	0.1871899160855476	0.0	0.0
P62330_Q7DB50	160	351	1.0	0.015	0.67985	0.74	14.319	45.632	0.084	0.35661	3.23	13.914000000000001	15.155999999999999	0.0	0.0	0.0	0.0	0.0	0.016	0.6854100000000001	1.53	17.465	41.527	0.10400000000000001	0.77312	2.31	13.08	24.828000000000003	0.14800000000000002	0.73161	1.89	7.707000000000001	30.271	Bacteria	False	0.8589151552330201	0.1739130182734756	0.3076922287968643
Q96HN0_Q9YIV0	20	200	1.0	0.03	0.8869799999999999	0.63	12.135	30.048000000000002	0.715	0.94973	1.24	1.635	3.517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.9116299999999999	0.41	10.23	23.752	Viruses	False	0.4140886235385058	0.0925925754458193	0.199999920000032
P08174_Q9QP24	251	277	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.44182	3.14	21.121	89.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2372817120449142	0.0	0.0
P08411_Q9UN86	8	129	1.0	0.002	0.87487	1.31	35.144	113.163	0.006	0.81479	2.03	22.455	73.199	0.0	0.0	0.0	0.0	0.0	0.025	0.89931	0.81	9.95	35.484	0.054000000000000006	0.92045	0.41	6.505	24.127	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3764991530546228	0.5121949970256104	0.9999995238097504
P04626_P38507	569	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.89295	1.45	19.639	53.17100000000001	0.009000000000000001	0.91479	0.0	22.354	54.732	Bacteria	False	0.2397120602056246	0.0384615236686447	0.0322580541103051
P01730_Q1PHM6	175	281	0.958	0.606	0.93701	1.91	2.804	2.945	0.004	0.36330999999999997	1.49	38.916	84.512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.64718	1.51	16.417	43.306999999999995	Viruses	False	0.6077140135324797	0.7333331703704066	0.7021275101856361
P04229_P04664	190	13	1.0	0.003	0.90135	1.22	24.553	109.93299999999999	0.009000000000000001	0.58194	4.34	14.173	66.903	0.033	0.89138	1.54	10.665999999999999	28.913	0.042	0.8842899999999999	1.65	9.406	25.397	0.016	0.9002700000000001	1.17	15.413	42.287	0.021	0.93596	0.0	13.327	37.381	Viruses	False	0.5479490547547453	0.1397849312059213	0.4482757074911354
P69905_Q2FG07	141	313	0.993	0.7290000000000001	0.9776600000000001	1.23	1.329	1.548	0.006999999999999999	0.36956	2.96	28.534000000000002	64.082	0.061	0.67566	2.74	14.187000000000001	21.369	0.059000000000000004	0.63955	3.27	10.877	20.445	0.0	0.0	0.0	0.0	0.0	0.038	0.74998	2.09	17.74	24.625999999999998	Bacteria	False	0.8589838693222509	0.4747474267931892	0.7014924326130697
P0DP24_Q5ZTK6	147	757	0.9990000000000001	0.888	0.99297	0.98	0.884	1.745	0.05	0.40918000000000004	5.34	24.566999999999997	61.648999999999994	0.027999999999999997	0.87184	1.52	18.082	34.911	0.012	0.85756	1.52	21.815	46.203	0.012	0.8387100000000001	0.81	19.998	47.645	0.005	0.83954	1.05	30.324	75.877	Bacteria	True	0.9309216450496169	0.6481480881344363	0.6603772961908211
P05534_Q9YYU3	274	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.94479	0.96	12.37	44.525	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3433362049848834	0.0109890097814274	0.0303030211202966
P01024_Q931M7	1532	84	0.617	0.34700000000000003	0.36212	6.57	2.748	12.64	0.005	0.41457	6.31	25.796999999999997	77.808	0.006999999999999999	0.27508	6.58	20.272000000000002	64.977	0.003	0.27598	6.6	35.944	94.28	0.006999999999999999	0.27652	6.67	20.343	64.931	0.016	0.11650999999999999	0.59	10.645	50.391999999999996	Bacteria	False	0.5758261025413913	0.6451610822061026	0.4545453512396928
P01730_Q0ED31	177	339	0.976	0.584	0.9425600000000001	2.03	4.885	2.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.68447	1.63	14.626	31.059	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.6198436404839976	0.7441858734451456	0.6399998720000255
B7UI21_Q13158	301	87	0.99	0.018000000000000002	0.7709	0.67	17.212	38.868	0.02	0.6188	2.89	18.337	35.391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.77749	0.0	16.125999999999998	39.535	Bacteria	True	0.2870693938059065	0.1904761451247273	0.1568627143406442
P0DOX7_P17763	194	83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.7176899999999999	0.0	22.136999999999997	63.476000000000006	Viruses	False	-1.0	-1.0	-1.0
P18465_Q8URG0	272	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.7825788428299527	0.1555555209876619	0.2592591632373469
O43521_O57173	22	133	0.981	0.888	0.97477	0.8	0.758	0.9540000000000001	0.012	0.65315	1.81	19.459	48.643	0.028999999999999998	0.62926	2.74	12.565	30.575	0.053	0.75229	1.54	10.131	21.326	0.35700000000000004	0.76213	2.04	3.6069999999999998	8.34	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.6609659806189593	0.5205478738975515	0.9268290422368192
P63000_Q51451	175	134	0.997	0.479	0.98016	0.77	8.354	8.847000000000001	0.021	0.5625	0.52	9.395	42.895	0.048	0.61164	2.58	14.011	23.298000000000002	0.01	0.5532600000000001	1.08	21.651999999999997	53.68899999999999	0.018000000000000002	0.5773199999999999	1.8	20.018	37.839	0.03	0.57599	1.14	7.818	35.431999999999995	Bacteria	False	0.8677637282268359	0.6229507175490626	0.6666665497076228
P63000_Q05608	178	269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.7845983483816971	0.4545453512396928	0.3225805931321623
P62805_Q1HVJ0	77	180	1.0	0.003	0.67098	1.44	26.581999999999997	101.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.70039	0.0	14.485999999999999	59.978	Viruses	False	0.4206070143358266	0.1818180991735913	0.3999996000004
P01903_P0A0L3	179	226	0.9740000000000001	0.011000000000000001	0.56093	1.13	13.258	61.008	0.009000000000000001	0.38987	2.48	21.307	56.975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.56235	0.0	23.515	81.587	Bacteria	False	0.631656322419246	0.0399999920000015	0.0740740466392419
P03172_Q15223	232	303	0.99	0.013000000000000001	0.52915	2.45	20.383	46.342	0.008	0.5491199999999999	1.46	23.773000000000003	61.446999999999996	0.039	0.5444399999999999	1.7	13.74	49.365	0.054000000000000006	0.64951	3.14	11.118	20.683000000000003	0.02	0.58312	2.59	21.929000000000002	35.551	0.02	0.6227699999999999	3.25	15.062999999999999	36.825	Viruses	False	0.2837148182199242	0.1654676139951356	0.2527472249728324
P0CG48_Q99PZ6	76	171	1.0	0.004	0.68271	0.72	35.921	83.48100000000001	0.025	0.64428	2.26	14.542	32.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036000000000000004	0.6954199999999999	0.78	12.03	34.166	Bacteria	False	0.708116639351367	0.4444443456790342	0.4999998750000312
P0CG48_Q66431	75	157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.272	0.85014	2.5	3.3289999999999997	7.064	Viruses	False	-1.0	-1.0	-1.0
O89343_P52799	400	131	1.0	0.588	0.9672200000000001	1.51	1.7919999999999998	3.036	0.018000000000000002	0.67908	3.02	17.419	38.303000000000004	0.031	0.76451	1.44	9.193999999999999	32.079	0.023	0.75868	1.51	13.856	34.67	0.039	0.79907	1.65	15.202	24.680999999999997	0.008	0.7513	0.1	19.558	63.442	Viruses	False	0.6574251796690838	0.6081080259313478	0.6338027276334186
D4QGA2_Q14108	245	392	1.0	0.006999999999999999	0.61098	0.76	28.886999999999997	62.36	0.005	0.5997600000000001	1.58	22.409000000000002	80.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	True	0.2688142893576883	0.4999975000124999	0.0322580541103051
A9PKC6_Q16630	136	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.8273	1.65	7.41	16.526	0.023	0.82268	1.58	13.505	34.945	0.02	0.83031	1.49	13.119000000000002	37.82	0.038	0.90066	0.0	11.825999999999999	29.851	Viruses	False	0.4034651875054861	0.0	0.0
P04003_W0T1Y4	124	29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.8116899999999999	0.0	16.41	35.678000000000004	Bacteria	False	0.15843677261347697	0.0	0.0
P62820_Q5ZSQ3	175	324	1.0	0.008	0.5202899999999999	1.36	26.89	58.071999999999996	0.005	0.39355999999999997	3.46	26.252	79.008	0.04	0.47795	3.08	10.524000000000001	25.680999999999997	0.018000000000000002	0.44041	2.19	11.967	43.059	0.02	0.45478	2.45	14.23	41.732	0.016	0.66179	0.54	13.732000000000001	43.341	Bacteria	False	0.8352080533655059	0.2666666222222296	0.1797752606994089
P0A6A8_Q9HD34	75	83	0.9740000000000001	0.792	0.89575	1.49	0.9259999999999999	5.654	0.8029999999999999	0.90259	1.47	0.945	5.125	0.099	0.5907399999999999	2.65	11.620999999999999	19.83	0.748	0.8595	1.96	1.2819999999999998	5.023	0.013000000000000001	0.51869	0.11	13.505	50.015	0.0	0.0	0.0	0.0	0.0	Bacteria	True	0.8666245056757098	0.5862066944114847	0.6538459023669606
Q5ZXN6_Q9H0U4	781	164	0.9229999999999999	0.58	0.97234	1.67	2.43	2.218	0.033	0.81276	2.79	14.9	27.013	0.006	0.48141999999999996	1.63	25.103	67.937	0.009000000000000001	0.48368	1.51	15.567	61.161	0.018000000000000002	0.49693000000000004	2.01	18.301	38.431999999999995	0.033	0.8686	1.65	17.137999999999998	26.593000000000004	Bacteria	True	0.6674288410272142	0.6746987138917212	0.5894736221606713
P61586_Q8KNY0	176	205	0.961	0.503	0.9047299999999999	2.37	2.162	5.577000000000001	0.043	0.62662	2.77	13.762	27.773000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.63577	3.51	15.408	26.206	Bacteria	False	0.8301632150458989	0.6341461867936129	0.4642856313775658
P12493_P49790	219	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505	0.56281	1.62	1.013	6.541	0.156	0.9627899999999999	0.32	4.711	14.867	Viruses	False	0.2857119573548085	0.0	0.0
A0A376KDN7_P00748	359	244	0.8140000000000001	0.033	0.66493	3.07	17.677	26.544	0.024	0.6288100000000001	2.59	19.959	31.733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027999999999999997	0.67093	2.49	15.925	29.829	Bacteria	True	0.3780793511303617	0.2711863947141704	0.2857142346938866
