"Dice_index"	"Hu_Prot"	"Vir_prot_1"	"Vir_prot_2"	"Vir_prot_1_Type"	"Vir_prot_2_Type"	"Comparison_type"
0.1875	"P11021"	"P06463"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0975609756097561	"P11021"	"P06463"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.340425531914894	"P11021"	"P06790"	"P06921"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.366666666666667	"P11021"	"P06790"	"P06930"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.122448979591837	"P11021"	"P06790"	"P24830"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.280701754385965	"P11021"	"P06790"	"P36778"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.129032258064516	"P11021"	"P06790"	"P36780"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.363636363636364	"P11021"	"P06790"	"P36801"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.2	"P11021"	"P06790"	"Q1HVI8"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.188679245283019	"P11021"	"P06790"	"Q6SVZ5"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P06790"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.0952380952380952	"P11021"	"P06790"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.196078431372549	"P11021"	"P06790"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0930232558139535	"P11021"	"P06921"	"P06930"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.375	"P11021"	"P06921"	"P24830"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.3	"P11021"	"P06921"	"P36778"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0444444444444444	"P11021"	"P06921"	"P36780"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.105263157894737	"P11021"	"P06921"	"P36801"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.521739130434783	"P11021"	"P06921"	"Q1HVI8"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.611111111111111	"P11021"	"P06921"	"Q6SVZ5"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P06921"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.4	"P11021"	"P06921"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.470588235294118	"P11021"	"P06921"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P06930"	"P24830"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.264150943396226	"P11021"	"P06930"	"P36778"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.241379310344828	"P11021"	"P06930"	"P36780"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.823529411764706	"P11021"	"P06930"	"P36801"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P06930"	"Q1HVI8"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P06930"	"Q6SVZ5"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P06930"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0	"P11021"	"P06930"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P06930"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0952380952380952	"P11021"	"P24830"	"P36778"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P24830"	"P36780"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P24830"	"P36801"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.56	"P11021"	"P24830"	"Q1HVI8"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.368421052631579	"P11021"	"P24830"	"Q6SVZ5"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P24830"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.518518518518518	"P11021"	"P24830"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.277777777777778	"P11021"	"P24830"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.436363636363636	"P11021"	"P36778"	"P36780"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.208333333333333	"P11021"	"P36778"	"P36801"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.181818181818182	"P11021"	"P36778"	"Q1HVI8"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.173913043478261	"P11021"	"P36778"	"Q6SVZ5"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36778"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.171428571428571	"P11021"	"P36778"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.181818181818182	"P11021"	"P36778"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.264150943396226	"P11021"	"P36780"	"P36801"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36780"	"Q1HVI8"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36780"	"Q6SVZ5"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36780"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0	"P11021"	"P36780"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36780"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36801"	"Q1HVI8"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36801"	"Q6SVZ5"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36801"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0	"P11021"	"P36801"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"P36801"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.551724137931034	"P11021"	"Q1HVI8"	"Q6SVZ5"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"Q1HVI8"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.555555555555556	"P11021"	"Q1HVI8"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.444444444444444	"P11021"	"Q1HVI8"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"Q6SVZ5"	"Q76R62"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.32258064516129	"P11021"	"Q6SVZ5"	"Q786F3"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.65	"P11021"	"Q6SVZ5"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P11021"	"Q76R62"	"Q786F3"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0	"P11021"	"Q76R62"	"Q89027"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.206896551724138	"P11021"	"Q786F3"	"Q89027"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.315789473684211	"Q13617"	"A0A663DJA2"	"P03129"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.666666666666667	"Q13617"	"A0A663DJA2"	"P03206"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"A0A663DJA2"	"P04591"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"A0A663DJA2"	"P05888"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.37037037037037	"Q13617"	"A0A663DJA2"	"P12504"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.461538461538462	"Q13617"	"P03129"	"P03206"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"P03129"	"P04591"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"P03129"	"P05888"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.25	"Q13617"	"P03129"	"P12504"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"P03206"	"P04591"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"P03206"	"P05888"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.476190476190476	"Q13617"	"P03206"	"P12504"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"P04591"	"P05888"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"P04591"	"P12504"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q13617"	"P05888"	"P12504"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.923076923076923	"Q15370"	"A0A663DJA2"	"P03129"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.5	"Q15370"	"A0A663DJA2"	"P04591"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.173913043478261	"Q15370"	"A0A663DJA2"	"Q9QR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.472727272727273	"Q15370"	"P03129"	"P04591"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.181818181818182	"Q15370"	"P03129"	"Q9QR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.153846153846154	"Q15370"	"P04591"	"Q9QR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"O95429"	"P0DTC4"	"Q69140"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.3125	"O75360"	"P0DTC4"	"P0DTC6"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"Q16543"	"P00524"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.2	"P19525"	"K9N4V7"	"P03496"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.375	"P19525"	"K9N4V7"	"P04487"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.625	"P19525"	"K9N4V7"	"P04608"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.235294117647059	"P19525"	"K9N4V7"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.363636363636364	"P19525"	"K9N4V7"	"P18378"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.342857142857143	"P19525"	"K9N4V7"	"P20639"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.521739130434783	"P19525"	"K9N4V7"	"P21605"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P19525"	"K9N4V7"	"P59595"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.181818181818182	"P19525"	"K9N4V7"	"Q2HR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P19525"	"K9N4V7"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0714285714285714	"P19525"	"P03496"	"P04487"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.166666666666667	"P19525"	"P03496"	"P04608"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0	"P19525"	"P03496"	"P0DTC9"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.0689655172413793	"P19525"	"P03496"	"P18378"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.0645161290322581	"P19525"	"P03496"	"P20639"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.105263157894737	"P19525"	"P03496"	"P21605"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0	"P19525"	"P03496"	"P59595"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0	"P19525"	"P03496"	"Q2HR71"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0	"P19525"	"P03496"	"Q6SVX2"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.352941176470588	"P19525"	"P04487"	"P04608"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.342857142857143	"P19525"	"P04487"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.549019607843137	"P19525"	"P04487"	"P18378"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.528301886792453	"P19525"	"P04487"	"P20639"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.536585365853659	"P19525"	"P04487"	"P21605"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.206896551724138	"P19525"	"P04487"	"P59595"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.1	"P19525"	"P04487"	"Q2HR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P19525"	"P04487"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.526315789473684	"P19525"	"P04608"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.514285714285714	"P19525"	"P04608"	"P18378"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.486486486486487	"P19525"	"P04608"	"P20639"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.64	"P19525"	"P04608"	"P21605"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P19525"	"P04608"	"P59595"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.166666666666667	"P19525"	"P04608"	"Q2HR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.363636363636364	"P19525"	"P04608"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.555555555555556	"P19525"	"P0DTC9"	"P18378"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.526315789473684	"P19525"	"P0DTC9"	"P20639"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.615384615384615	"P19525"	"P0DTC9"	"P21605"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.142857142857143	"P19525"	"P0DTC9"	"P59595"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.08	"P19525"	"P0DTC9"	"Q2HR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.166666666666667	"P19525"	"P0DTC9"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.962962962962963	"P19525"	"P18378"	"P20639"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.714285714285714	"P19525"	"P18378"	"P21605"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.2	"P19525"	"P18378"	"P59595"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.24390243902439	"P19525"	"P18378"	"Q2HR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.142857142857143	"P19525"	"P18378"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.681818181818182	"P19525"	"P20639"	"P21605"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.1875	"P19525"	"P20639"	"P59595"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.232558139534884	"P19525"	"P20639"	"Q2HR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.133333333333333	"P19525"	"P20639"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.3	"P19525"	"P21605"	"P59595"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.129032258064516	"P19525"	"P21605"	"Q2HR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.111111111111111	"P19525"	"P21605"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P19525"	"P59595"	"Q2HR71"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P19525"	"P59595"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0	"P19525"	"Q2HR71"	"Q6SVX2"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.564102564102564	"Q13895"	"P03070"	"P03129"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.553191489361702	"Q13895"	"P03070"	"P06429"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.695652173913043	"Q13895"	"P03070"	"P06932"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.24390243902439	"Q13895"	"P03070"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.818181818181818	"Q13895"	"P03129"	"P06429"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.511627906976744	"Q13895"	"P03129"	"P06932"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.315789473684211	"Q13895"	"P03129"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.431372549019608	"Q13895"	"P06429"	"P06932"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.260869565217391	"Q13895"	"P06429"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.133333333333333	"Q13895"	"P06932"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.875	"Q96HA8"	"P03410"	"P04020"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.73469387755102	"Q96HA8"	"P03410"	"P06428"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.816326530612245	"Q96HA8"	"P03410"	"P06430"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.769230769230769	"Q96HA8"	"P03410"	"P06932"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0606060606060606	"Q96HA8"	"P03410"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.755555555555556	"Q96HA8"	"P04020"	"P06428"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.888888888888889	"Q96HA8"	"P04020"	"P06430"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.833333333333333	"Q96HA8"	"P04020"	"P06932"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0689655172413793	"Q96HA8"	"P04020"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.826086956521739	"Q96HA8"	"P06428"	"P06430"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.816326530612245	"Q96HA8"	"P06428"	"P06932"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0666666666666667	"Q96HA8"	"P06428"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.897959183673469	"Q96HA8"	"P06430"	"P06932"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0666666666666667	"Q96HA8"	"P06430"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.181818181818182	"Q96HA8"	"P06932"	"P0DTC9"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.0952380952380952	"Q15633"	"F5CGQ0"	"O92551"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.416666666666667	"Q15633"	"F5CGQ0"	"P03495"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"F5CGQ0"	"P03496"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"F5CGQ0"	"P0DTC9"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.222222222222222	"Q15633"	"F5CGQ0"	"P14079"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0	"Q15633"	"F5CGQ0"	"Q0A2H0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.260869565217391	"Q15633"	"F5CGQ0"	"Q20MD0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.166666666666667	"Q15633"	"F5CGQ0"	"Q20MH3"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"F5CGQ0"	"Q2PJP0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.235294117647059	"Q15633"	"F5CGQ0"	"Q3SBS4"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"F5CGQ0"	"Q6DP93"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.37037037037037	"Q15633"	"F5CGQ0"	"Q6QT26"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.242424242424242	"Q15633"	"F5CGQ0"	"Q6VE52"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.285714285714286	"Q15633"	"O92551"	"P03495"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"O92551"	"P03496"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.375	"Q15633"	"O92551"	"P0DTC9"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.166666666666667	"Q15633"	"O92551"	"P14079"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.105263157894737	"Q15633"	"O92551"	"Q0A2H0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.6	"Q15633"	"O92551"	"Q20MD0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"O92551"	"Q20MH3"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.6	"Q15633"	"O92551"	"Q2PJP0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.387096774193548	"Q15633"	"O92551"	"Q3SBS4"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.4	"Q15633"	"O92551"	"Q6DP93"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.25	"Q15633"	"O92551"	"Q6QT26"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.466666666666667	"Q15633"	"O92551"	"Q6VE52"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"P03495"	"P03496"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.105263157894737	"Q15633"	"P03495"	"P0DTC9"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.222222222222222	"Q15633"	"P03495"	"P14079"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0.0909090909090909	"Q15633"	"P03495"	"Q0A2H0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.608695652173913	"Q15633"	"P03495"	"Q20MD0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.166666666666667	"Q15633"	"P03495"	"Q20MH3"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.260869565217391	"Q15633"	"P03495"	"Q2PJP0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.529411764705882	"Q15633"	"P03495"	"Q3SBS4"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.347826086956522	"Q15633"	"P03495"	"Q6DP93"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.592592592592593	"Q15633"	"P03495"	"Q6QT26"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.606060606060606	"Q15633"	"P03495"	"Q6VE52"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"P03496"	"P0DTC9"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0	"Q15633"	"P03496"	"P14079"	">=1e-04"	"<1e-04"	">=1e-04:<1e-04"
0	"Q15633"	"P03496"	"Q0A2H0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"P03496"	"Q20MD0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"P03496"	"Q20MH3"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"P03496"	"Q2PJP0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.0645161290322581	"Q15633"	"P03496"	"Q3SBS4"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"P03496"	"Q6DP93"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"P03496"	"Q6QT26"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.0666666666666667	"Q15633"	"P03496"	"Q6VE52"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0	"Q15633"	"P0DTC9"	"P14079"	"<1e-04"	"<1e-04"	"<1e-04:<1e-04"
0.235294117647059	"Q15633"	"P0DTC9"	"Q0A2H0"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.333333333333333	"Q15633"	"P0DTC9"	"Q20MD0"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.315789473684211	"Q15633"	"P0DTC9"	"Q20MH3"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.333333333333333	"Q15633"	"P0DTC9"	"Q2PJP0"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.137931034482759	"Q15633"	"P0DTC9"	"Q3SBS4"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.111111111111111	"Q15633"	"P0DTC9"	"Q6DP93"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0	"Q15633"	"P0DTC9"	"Q6QT26"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.285714285714286	"Q15633"	"P0DTC9"	"Q6VE52"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.24	"Q15633"	"P14079"	"Q0A2H0"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.153846153846154	"Q15633"	"P14079"	"Q20MD0"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.0740740740740741	"Q15633"	"P14079"	"Q20MH3"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.230769230769231	"Q15633"	"P14079"	"Q2PJP0"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.432432432432432	"Q15633"	"P14079"	"Q3SBS4"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.384615384615385	"Q15633"	"P14079"	"Q6DP93"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.466666666666667	"Q15633"	"P14079"	"Q6QT26"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.222222222222222	"Q15633"	"P14079"	"Q6VE52"	"<1e-04"	">=1e-04"	">=1e-04:<1e-04"
0.0952380952380952	"Q15633"	"Q0A2H0"	"Q20MD0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.0909090909090909	"Q15633"	"Q0A2H0"	"Q20MH3"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.0952380952380952	"Q15633"	"Q0A2H0"	"Q2PJP0"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.1875	"Q15633"	"Q0A2H0"	"Q3SBS4"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.380952380952381	"Q15633"	"Q0A2H0"	"Q6DP93"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
0.16	"Q15633"	"Q0A2H0"	"Q6QT26"	">=1e-04"	">=1e-04"	">=1e-04:>=1e-04"
